iter	Passed	Remaining
311	48021	259810
312	48124	259378
313	48255	259102
314	48413	258975
315	48533	258642
316	48756	258857
317	48921	258762
318	49066	258558
319	49271	258677
320	49431	258554
321	49578	258360
322	49732	258210
323	49885	258049
324	50003	257711
325	50102	257273
326	50199	256829
327	50344	256635
328	50476	256371
329	50579	255961
330	50731	255801
331	50861	255531
332	50986	255236
333	51123	255003
334	51218	254563
335	51321	254166
336	51440	253843
337	51602	253739
338	51740	253511
339	51827	253041
340	51930	252647
341	52024	252214
342	52131	251843
343	52252	251543
344	52342	251094
345	52430	250637
346	52564	250402
347	52684	250101
348	52817	249860
349	52923	249497
350	53049	249227
351	53171	248940
352	53280	248590
353	53387	248234
354	53503	247923
355	53671	247852
356	53786	247536
357	53905	247242
358	54043	247034
359	54150	246684
360	54264	246367
361	54387	246096
362	54487	245717
363	54661	245677
364	54832	245619
365	54951	245330
366	55060	244997
367	55158	244617
368	55276	244323
369	55393	244032
370	55512	243747
371	55802	244212
372	56003	244284
373	56121	243991
374	56244	243724
375	56408	243638
376	56618	243746
377	56742	243481
378	56846	243134
379	56939	242741
380	57043	242396
381	57182	242200
382	57288	241866
383	57387	241504
384	57515	241265
385	57605	240868
386	57654	240299
387	57779	240053
388	57888	239737
389	58069	239723
390	58170	239376
391	58317	239221
392	58479	239128
393	58594	238839
394	58678	238427
395	58826	238278
396	58955	238048
397	59053	237698
398	59170	237424
399	59282	237131
400	59370	236740
401	59518	236591
402	59697	236568
403	59844	236416
404	59957	236130
405	60073	235855
406	60229	235739
407	60355	235503
408	60476	235252
409	60600	235009
410	60762	234918
411	60852	234547
412	60888	233970
413	61008	233718
414	61060	233205
415	61171	232923
416	61336	232842
417	61440	232532
418	61534	232188
419	61654	231939
420	61808	231817
421	61924	231555
422	62025	231240
423	62140	230976
424	62268	230758
425	62419	230629
426	62525	230333
427	62631	230039
428	62739	229753
429	62847	229465
430	62948	229157
431	63075	228939
432	63195	228699
433	63324	228494
434	63454	228289
435	63638	228281
436	63774	228098
437	63896	227869
438	64009	227604
439	64330	228081
440	64964	229658
441	65214	229874
442	65382	229797
443	65532	229657
444	65898	230275
445	66044	230120
446	66294	230324
447	66414	230079
448	66544	229867
449	66657	229596
450	66760	229294
451	66983	229405
452	67391	230141
453	67680	230472
454	67907	230585
455	68082	230526
456	68217	230326
457	68517	230686
458	68646	230467
459	68754	230178
460	68868	229910
461	68968	229595
462	69155	229572
463	69394	229719
464	69542	229565
465	69670	229343
466	69828	229221
467	70073	229386
468	70246	229311
469	70367	229067
470	70568	229085
471	70707	228900
472	70836	228682
473	70946	228405
474	71081	228208
475	71339	228406
476	71674	228846
477	72025	229337
478	72271	229489
479	72454	229439
480	72832	230003
481	73113	230260
482	73384	230485
483	73748	230996
484	74047	231304
485	74284	231414
486	74489	231422
487	74659	231322
488	74830	231224
489	75013	231163
490	75137	230920
491	75257	230668
492	75481	230731
493	75605	230488
494	75798	230459
495	75972	230368
496	76067	230040
497	76203	229833
498	76355	229677
499	76475	229425
500	76596	229178
501	76737	228989
502	76866	228766
503	77032	228652
504	77170	228453
505	77309	228262
506	77530	228308
507	77697	228199
508	77824	227969
509	77938	227701
510	78105	227590
511	78212	227305
512	78324	227033
513	78427	226736
514	78522	226419
515	78602	226057
516	78826	226111
517	79056	226181
518	79222	226065
519	79411	226017
520	79580	225910
521	79694	225647
522	79872	225568
523	80038	225452
524	80511	226199
525	80828	226505
526	81223	227023
527	82023	228670
528	82497	229403
529	83222	230825
530	83868	232021
531	84202	232349
532	84461	232467
533	85028	233430
534	85154	233178
535	85299	232982
536	85420	232720
537	85596	232607
538	85745	232419
539	86059	232678
540	86328	232816
541	86591	232935
542	86736	232735
543	86865	232493
544	87219	232850
545	87469	232931
546	87716	233001
547	87870	232825
548	88022	232641
549	88147	232388
550	88362	232372
551	88483	232107
552	88608	231856
553	88774	231711
554	88907	231479
555	89060	231299
556	89234	231175
557	89498	231284
558	89660	231127
559	89885	231135
560	90047	230978
561	90147	230661
562	90253	230362
563	90365	230080
564	90466	229768
565	90576	229482
566	90709	229252
567	90814	228953
568	90912	228638
569	91018	228343
570	91140	228091
571	91257	227824
572	91413	227655
573	91511	227345
574	91602	227016
575	91762	226856
576	91866	226562
577	92018	226383
578	92156	226173
579	92254	225865
580	92367	225592
581	92459	225271
582	92565	224983
583	92675	224706
584	92774	224404
585	92860	224068
586	92956	223761
587	93057	223464
588	93173	223206
589	93529	223519
590	93797	223623
591	93988	223540
592	94117	223310
593	94265	223126
594	94413	222942
595	94601	222852
596	94752	222676
597	95074	222901
598	95433	223210
599	95736	223384
600	95929	223303
601	96105	223182
602	96250	222988
603	96411	222830
604	96501	222511
605	96624	222267
606	96778	222096
607	96919	221893
608	97026	221616
609	97180	221444
610	97386	221391
611	97575	221299
612	97787	221257
613	98041	221311
614	98295	221365
615	98469	221236
616	98559	220920
617	98715	220751
618	98998	220866
619	99134	220653
620	99342	220600
621	99831	221170
622	100142	221343
623	100272	221113
624	100515	221134
625	100686	220996
626	100952	221065
627	101096	220865
628	101219	220623
629	101329	220352
630	101440	220083
631	101569	219852
632	101687	219600
633	101937	219632
634	102374	220064
635	102715	220288
636	102988	220366
637	103572	221105
638	104085	221689
639	104467	221994
640	104908	222418
641	105079	222270
642	105196	222008
643	105311	221742
644	105443	221512
645	105632	221403
646	105895	221447
647	106023	221209
648	106308	221297
649	106795	221806
650	107145	222027
651	107310	221863
652	107426	221598
653	107551	221352
654	107659	221072
655	107824	220908
656	107989	220745
657	108111	220494
658	108219	220216
659	108323	219929
660	108566	219925
661	108675	219649
662	108787	219379
663	108896	219105
664	109005	218830
665	109142	218612
666	109246	218328
667	109360	218065
668	109459	217773
669	109557	217479
670	109687	217249
671	109771	216929
672	109886	216671
673	109988	216386
674	110079	216082
675	110185	215807
676	110293	215536
677	110399	215262
678	110545	215066
679	110668	214827
680	110775	214557
681	111070	214649
682	111331	214675
683	111478	214482
684	111683	214398
685	112003	214536
686	112284	214598
687	112543	214617
688	112679	214402
689	112829	214213
690	112945	213959
691	113032	213651
692	113140	213383
693	113270	213157
694	113385	212904
695	113524	212695
696	113613	212394
697	113728	212140
698	113808	211823
699	113901	211531
700	113993	211236
701	114092	210958
702	114194	210682
703	114308	210431
704	114421	210177
705	114546	209947
706	114645	209669
707	114735	209375
708	114836	209102
709	114946	208846
710	115057	208591
711	115159	208322
712	115257	208045
713	115384	207821
714	115499	207575
715	115588	207283
716	115643	206931
717	115755	206682
718	115862	206425
719	115987	206199
720	116112	205975
721	116227	205732
722	116328	205465
723	116442	205221
724	116548	204964
725	116626	204658
726	116739	204414
727	116844	204156
728	116958	203915
729	117057	203648
730	117161	203390
731	117277	203152
732	117377	202887
733	117490	202647
734	117599	202398
735	117696	202131
736	117964	202156
737	118172	202077
738	118362	201968
739	118558	201869
740	118684	201652
741	118812	201436
742	118894	201144
743	118988	200872
744	119089	200613
745	119170	200321
746	119295	200104
747	119393	199841
748	119453	199515
749	119824	199706
750	120481	200374
751	120767	200422
752	121029	200429
753	121182	200257
754	121692	200671
755	122010	200768
756	122572	201264
757	122931	201425
758	123178	201401
759	123413	201358
760	123638	201298
761	123793	201123
762	123984	201007
763	124175	200891
764	124418	200859
765	124564	200669
766	124666	200408
767	124858	200293
768	125020	200129
769	125139	199897
770	125285	199709
771	125479	199596
772	125573	199326
773	125707	199118
774	125828	198889
775	126001	198745
776	126201	198640
777	126320	198410
778	126447	198192
779	126659	198108
780	127001	198226
781	127414	198454
782	127574	198286
783	127824	198259
784	127979	198082
785	128127	197896
786	128362	197845
787	128557	197730
788	128710	197551
789	128905	197438
790	129513	197954
791	129848	198051
792	130170	198127
793	130579	198336
794	130807	198267
795	130920	198026
796	131055	197816
797	131369	197877
798	131840	198173
799	132115	198173
800	132424	198222
801	133116	198844
802	133629	199195
803	134001	199335
804	134348	199436
805	134859	199780
806	135092	199709
807	135276	199566
808	135613	199648
809	135885	199634
810	136068	199489
811	136306	199423
812	136530	199337
813	136644	199091
814	136778	198873
815	137003	198789
816	137147	198586
817	137338	198452
818	137434	198180
819	137559	197952
820	137651	197675
821	137747	197404
822	137847	197139
823	138038	197006
824	138155	196767
825	138276	196533
826	138467	196399
827	138556	196121
828	138678	195890
829	138838	195712
830	138940	195453
831	139052	195208
832	139185	194993
833	139310	194768
834	139558	194714
835	139746	194575
836	139848	194317
837	140013	194146
838	140152	193941
839	140249	193678
840	140352	193422
841	140441	193148
842	140569	192929
843	140855	192925
844	141015	192749
845	141124	192503
846	141214	192231
847	141299	191954
848	141404	191704
849	141582	191552
850	141769	191414
851	141936	191248
852	142145	191137
853	142299	190954
854	142401	190701
855	142692	190700
856	142871	190551
857	143239	190652
858	143445	190537
859	143612	190369
860	143739	190149
861	143955	190047
862	144081	189827
863	144169	189556
864	144285	189321
865	144554	189289
866	144747	189157
867	144883	188948
868	144973	188681
869	145081	188439
870	145210	188223
871	145335	188002
872	145442	187758
873	145566	187537
874	145662	187279
875	145759	187024
876	145860	186774
877	145961	186525
878	146083	186302
879	146194	186065
880	146296	185818
881	146391	185562
882	146523	185352
883	146682	185178
884	146772	184917
885	146931	184742
886	147051	184518
887	147203	184336
888	147353	184151
889	147462	183913
890	147556	183659
891	147685	183448
892	147918	183365
893	148134	183262
894	148371	183184
895	148522	183001
896	148625	182758
897	148758	182552
898	148832	182274
899	148932	182028
900	149041	181794
901	149153	181563
902	149249	181313
903	149346	181066
904	149459	180837
905	149597	180639
906	149767	180480
907	149891	180265
908	150318	180414
909	150509	180280
910	150834	180305
911	151015	180158
912	151097	179894
913	151223	179681
914	151338	179455
915	151410	179179
916	151535	178967
917	151654	178747
918	151766	178519
919	151874	178287
920	151985	178058
921	152074	177805
922	152184	177575
923	152285	177336
924	152388	177099
925	152482	176853
926	152590	176623
927	152805	176516
928	152925	176300
929	153105	176153
930	153254	175971
931	153372	175753
932	153615	175678
933	153874	175621
934	153998	175409
935	154113	175189
936	154221	174960
937	154324	174725
938	154408	174469
939	154519	174244
940	154609	173997
941	154694	173744
942	154806	173521
943	155308	173734
944	155696	173820
945	156021	173833
946	156424	173933
947	156797	173999
948	156987	173860
949	157375	173941
950	157802	174064
951	158123	174068
952	158274	173886
953	158395	173670
954	158532	173473
955	158780	173396
956	158943	173226
957	159138	173091
958	159372	172999
959	159515	172808
960	159639	172596
961	159760	172381
962	159862	172146
963	159974	171922
964	160111	171726
965	160398	171689
966	160504	171459
967	160655	171276
968	160826	171116
969	161073	171036
970	161363	171002
971	161587	170896
972	161709	170684
973	161861	170502
974	161973	170279
975	162113	170085
976	162387	170033
977	162502	169812
978	162617	169593
979	162732	169375
980	162853	169161
981	162973	168947
982	163075	168715
983	163264	168573
984	163418	168396
985	163806	168458
986	164131	168455
987	164280	168271
988	164398	168056
989	164697	168024
990	164881	167876
991	165089	167752
992	165295	167625
993	165463	167460
994	165895	167563
995	166244	167579
996	166440	167442
997	166589	167257
998	166893	167227
999	167111	167111
1000	167480	167145
1001	167774	167104
1002	167905	166900
1003	168024	166685
1004	168098	166426
1005	168200	166194
1006	168384	166043
1007	168542	165867
1008	168878	165865
1009	169250	165899
1010	169636	165945
1011	169829	165801
1012	170041	165677
1013	170252	165551
1014	170370	165335
1015	170459	165090
1016	170546	164844
1017	170710	164673
1018	170851	164480
1019	170996	164291
1020	171155	164115
1021	171317	163941
1022	171581	163865
1023	171831	163776
1024	172101	163706
1025	172259	163528
1026	172456	163389
1027	172588	163186
1028	172705	162970
1029	172866	162796
1030	172978	162576
1031	173077	162343
1032	173196	162130
1033	173303	161905
1034	173411	161683
1035	173596	161531
1036	173779	161378
1037	174018	161277
1038	174157	161083
1039	174451	161031
1040	174675	160916
1041	174939	160837
1042	175166	160723
1043	175416	160630
1044	175561	160441
1045	175700	160247
1046	176109	160298
1047	176354	160200
1048	176605	160106
1049	176723	159892
1050	176830	159669
1051	176946	159453
1052	177176	159341
1053	177293	159126
1054	177440	158939
1055	177596	158760
1056	177805	158628
1057	178006	158489
1058	178210	158353
1059	178364	158172
1060	178474	157952
1061	178570	157720
1062	178678	157499
1063	178786	157278
1064	178928	157087
1065	179044	156874
1066	179136	156639
1067	179282	156452
1068	179406	156246
1069	179544	156052
1070	179678	155855
1071	179782	155632
1072	179890	155413
1073	180016	155210
1074	180112	154980
1075	180255	154791
1076	180382	154589
1077	180561	154431
1078	180704	154243
1079	180947	154140
1080	181119	153976
1081	181337	153851
1082	181477	153660
1083	181584	153442
1084	181749	153272
1085	181888	153081
1086	182013	152878
1087	182162	152694
1088	182272	152479
1089	182422	152297
1090	182801	152306
1091	183001	152166
1092	183144	151978
1093	183366	151855
1094	183537	151690
1095	183772	151578
1096	184059	151509
1097	184175	151298
1098	184352	151138
1099	184545	150991
1100	184793	150889
1101	185009	150761
1102	185148	150569
1103	185340	150421
1104	185484	150233
1105	185586	150013
1106	185716	149814
1107	185872	149637
1108	186056	149482
1109	186233	149322
1110	186375	149134
1111	186471	148908
1112	186701	148790
1113	187256	148931
1114	187614	148913
1115	187839	148790
1116	188026	148636
1117	188282	148537
1118	188483	148394
1119	188641	148218
1120	188744	147998
1121	188842	147775
1122	188965	147571
1123	189081	147362
1124	189215	147167
1125	189329	146957
1126	189441	146746
1127	189559	146538
1128	189696	146346
1129	189863	146178
1130	190055	146028
1131	190293	145914
1132	190506	145780
1133	190654	145596
1134	190808	145418
1135	191132	145368
1136	191468	145327
1137	191616	145143
1138	191748	144947
1139	191883	144754
1140	192029	144568
1141	192140	144357
1142	192275	144164
1143	192381	143949
1144	192512	143754
1145	192668	143576
1146	192797	143379
1147	192933	143187
1148	193113	143028
1149	193682	143156
1150	193862	142996
1151	194056	142847
1152	194270	142712
1153	194519	142602
1154	194827	142536
1155	194969	142348
1156	195098	142150
1157	195226	141952
1158	195481	141846
1159	195747	141748
1160	196034	141665
1161	196210	141501
1162	196395	141344
1163	196527	141148
1164	196727	141002
1165	196980	140893
1166	197399	140903
1167	197639	140784
1168	197762	140582
1169	197909	140397
1170	198136	140269
1171	198301	140097
1172	198462	139922
1173	198598	139729
1174	198827	139602
1175	199189	139568
1176	199676	139620
1177	200039	139586
1178	200371	139529
1179	200593	139395
1180	200736	139206
1181	200858	139003
1182	200998	138813
1183	201140	138623
1184	201385	138505
1185	201526	138315
1186	201662	138122
1187	201844	137961
1188	202018	137794
1189	202309	137706
1190	202411	137489
1191	202605	137336
1192	202742	137144
1193	202919	136979
1194	203216	136894
1195	203500	136801
1196	203729	136670
1197	203861	136474
1198	204048	136316
1199	204242	136161
1200	204537	136074
1201	204824	135981
1202	205294	136010
1203	205909	136132
1204	206172	136022
1205	206424	135904
1206	206802	135869
1207	207261	135886
1208	207551	135792
1209	207649	135573
1210	207746	135352
1211	207869	135149
1212	208035	134974
1213	208135	134756
1214	208255	134552
1215	208465	134405
1216	208636	134233
1217	208768	134037
1218	208883	133829
1219	208994	133619
1220	209112	133414
1221	209233	133210
1222	209442	133063
1223	209611	132891
1224	209816	132741
1225	209958	132551
1226	210231	132443
1227	210337	132231
1228	210453	132025
1229	210560	131814
1230	210758	131659
1231	210969	131513
1232	211078	131303
1233	211333	131184
1234	211619	131083
1235	211799	130918
1236	212000	130764
1237	212164	130588
1238	212356	130430
1239	212662	130341
1240	212817	130159
1241	213019	130007
1242	213193	129836
1243	213458	129722
1244	213714	129601
1245	214065	129539
1246	214427	129481
1247	214920	129503
1248	215419	129527
1249	215690	129414
1250	215876	129249
1251	216208	129172
1252	216354	128984
1253	216562	128832
1254	216805	128701
1255	217122	128613
1256	217340	128467
1257	217446	128255
1258	217558	128046
1259	217709	127861
1260	217848	127668
1261	217982	127473
1262	218106	127271
1263	218393	127165
1264	218617	127022
1265	218805	126858
1266	219166	126794
1267	219514	126722
1268	219731	126575
1269	219960	126433
1270	220157	126274
1271	220323	126096
1272	220425	125882
1273	220631	125728
1274	220800	125553
1275	221029	125411
1276	221227	125252
1277	221423	125092
1278	221771	125017
1279	222056	124906
1280	222260	124750
1281	222386	124550
1282	222514	124351
1283	222631	124146
1284	222751	123943
1285	222859	123733
1286	222991	123537
1287	223120	123339
1288	223261	123149
1289	223407	122960
1290	223518	122753
1291	223657	122561
1292	223773	122357
1293	223899	122158
1294	224030	121962
1295	224159	121765
1296	224303	121577
1297	224432	121380
1298	224611	121210
1299	224757	121023
1300	224901	120835
1301	225039	120643
1302	225223	120476
1303	225628	120427
1304	225920	120317
1305	226036	120114
1306	226350	120016
1307	226602	119884
1308	226798	119723
1309	226958	119543
1310	227237	119425
1311	227618	119361
1312	227749	119165
1313	227855	118956
1314	227946	118740
1315	228357	118690
1316	228512	118507
1317	228710	118346
1318	229088	118278
1319	229340	118145
1320	229532	117980
1321	229894	117903
1322	230102	117746
1323	230303	117586
1324	230498	117423
1325	230665	117246
1326	230833	117069
1327	230968	116875
1328	231164	116712
1329	231281	116510
1330	231589	116403
1331	232119	116408
1332	232567	116371
1333	233120	116385
1334	233501	116313
1335	233661	116131
1336	233901	115988
1337	234103	115827
1338	234584	115803
1339	235205	115847
1340	235605	115782
1341	235785	115608
1342	235937	115421
1343	236254	115314
1344	236416	115132
1345	236570	114945
1346	237015	114900
1347	237643	114943
1348	237947	114828
1349	238092	114637
1350	238243	114448
1351	238432	114278
1352	238767	114177
1353	238990	114023
1354	239095	113812
1355	239187	113596
1356	239298	113388
1357	239429	113191
1358	239547	112987
1359	239635	112769
1360	239768	112573
1361	239869	112361
1362	239966	112148
1363	240079	111943
1364	240198	111740
1365	240326	111542
1366	240427	111332
1367	240541	111127
1368	240673	110931
1369	240794	110730
1370	240924	110533
1371	241014	110318
1372	241171	110134
1373	241283	109929
1374	241565	109802
1375	241808	109657
1376	241915	109450
1377	242091	109275
1378	242308	109118
1379	242563	108977
1380	242679	108775
1381	242817	108582
1382	242964	108393
1383	243112	108206
1384	243251	108013
1385	243391	107822
1386	243534	107632
1387	243738	107469
1388	243907	107291
1389	244001	107079
1390	244140	106888
1391	244350	106727
1392	244620	106593
1393	244862	106446
1394	245148	106319
1395	245281	106124
1396	245562	105994
1397	245681	105794
1398	245805	105596
1399	245956	105410
1400	246115	105227
1401	246274	105044
1402	246418	104855
1403	246566	104667
1404	246727	104486
1405	246985	104345
1406	247269	104215
1407	247415	104026
1408	247552	103834
1409	247702	103648
1410	247868	103468
1411	248038	103290
1412	248156	103091
1413	248278	102893
1414	248487	102731
1415	248833	102626
1416	249401	102611
1417	249807	102530
1418	250103	102403
1419	250509	102320
1420	250674	102139
1421	250826	101953
1422	251275	101887
1423	251680	101803
1424	251957	101667
1425	252237	101531
1426	252423	101358
1427	252529	101153
1428	252692	100970
1429	252879	100798
1430	253038	100614
1431	253317	100477
1432	253558	100326
1433	253846	100193
1434	253966	99993
1435	254097	99798
1436	254381	99663
1437	254510	99468
1438	254622	99265
1439	254732	99062
1440	254980	98913
1441	255246	98770
1442	255394	98582
1443	255543	98394
1444	256012	98330
1445	256485	98266
1446	256757	98125
1447	256979	97964
1448	257275	97832
1449	257693	97745
1450	258137	97668
1451	258314	97490
1452	258426	97288
1453	258560	97093
1454	258652	96883
1455	258769	96682
1456	258888	96483
1457	258988	96276
1458	259146	96092
1459	259287	95901
1460	259530	95747
1461	259650	95548
1462	260012	95438
1463	260348	95318
1464	260570	95157
1465	260666	94949
1466	260806	94757
1467	260915	94555
1468	261045	94360
1469	261161	94160
1470	261270	93957
1471	261354	93746
1472	261519	93564
1473	261617	93358
1474	261775	93174
1475	261875	92969
1476	262020	92780
1477	262173	92594
1478	262457	92454
1479	262694	92298
1480	263259	92256
1481	263385	92060
1482	263521	91868
1483	263660	91677
1484	263902	91521
1485	264115	91356
1486	264376	91207
1487	264530	91021
1488	264646	90822
1489	264762	90623
1490	264961	90453
1491	265074	90253
1492	265269	90081
1493	265435	89899
1494	265560	89704
1495	265671	89504
1496	265774	89301
1497	265869	89096
1498	265973	88894
1499	266106	88702
1500	266276	88522
1501	266450	88343
1502	266607	88159
1503	266814	87992
1504	266959	87803
1505	267132	87625
1506	267616	87548
1507	267859	87391
1508	268028	87211
1509	268194	87030
1510	268367	86851
1511	268789	86752
1512	269203	86650
1513	269342	86459
1514	269568	86297
1515	270100	86232
1516	270436	86104
1517	270737	85965
1518	271092	85843
1519	271336	85685
1520	271487	85498
1521	271623	85306
1522	271728	85104
1523	271943	84937
1524	272129	84761
1525	272333	84591
1526	272446	84392
1527	272653	84222
1528	272854	84051
1529	273022	83869
1530	273164	83680
1531	273383	83513
1532	273488	83313
1533	273585	83110
1534	273692	82910
1535	273811	82713
1536	273939	82520
1537	274043	82319
1538	274188	82131
1539	274317	81938
1540	274556	81778
1541	275145	81722
1542	275457	81583
1543	275678	81417
1544	275838	81234
1545	275969	81041
1546	276073	80841
1547	276187	80643
1548	276302	80446
1549	276394	80243
1550	276507	80046
1551	276621	79849
1552	276735	79652
1553	276860	79459
1554	276975	79263
1555	277082	79064
1556	277235	78879
1557	277364	78687
1558	277494	78495
1559	277606	78299
1560	277725	78104
1561	277880	77920
1562	277987	77722
1563	278127	77534
1564	278215	77331
1565	278314	77131
1566	278406	76930
1567	278528	76737
1568	278653	76545
1569	278770	76351
1570	278922	76166
1571	279088	75985
1572	279258	75806
1573	279421	75624
1574	279569	75439
1575	279716	75253
1576	280052	75118
1577	280295	74958
1578	280631	74823
1579	280972	74688
1580	281088	74494
1581	281338	74335
1582	281612	74183
1583	281875	74027
1584	282068	73853
1585	282298	73689
1586	282585	73539
1587	282896	73396
1588	283138	73234
1589	283351	73065
1590	283516	72883
1591	283725	72713
1592	283898	72534
1593	284074	72355
1594	284226	72170
1595	284328	71972
1596	284467	71784
1597	284622	71600
1598	284849	71435
1599	284993	71248
1600	285189	71074
1601	285433	70913
1602	285709	70759
1603	285977	70602
1604	286166	70427
1605	286355	70251
1606	286625	70095
1607	286909	69942
1608	287313	69819
1609	287558	69656
1610	287792	69491
1611	287992	69318
1612	288141	69132
1613	288340	68958
1614	288559	68789
1615	288663	68593
1616	288882	68424
1617	288971	68224
1618	289083	68030
1619	289199	67836
1620	289485	67683
1621	289665	67505
1622	289819	67321
1623	289959	67133
1624	290104	66947
1625	290326	66778
1626	290499	66598
1627	290628	66408
1628	290747	66216
1629	290848	66020
1630	291064	65850
1631	291211	65665
1632	291413	65492
1633	291550	65304
1634	291673	65113
1635	291806	64925
1636	291994	64749
1637	292131	64561
1638	292433	64410
1639	293043	64326
1640	293444	64196
1641	293698	64034
1642	293945	63870
1643	294176	63702
1644	294314	63514
1645	294521	63341
1646	294754	63174
1647	294853	62978
1648	295005	62793
1649	295130	62603
1650	295314	62425
1651	295474	62242
1652	295611	62055
1653	295738	61865
1654	295957	61695
1655	296274	61544
1656	297043	61488
1657	297265	61317
1658	297674	61185
1659	298093	61055
1660	298505	60923
1661	298846	60776
1662	299301	60652
