iter	Logloss
583	0.3231500769
584	0.32314471
585	0.3231437691
586	0.323097268
587	0.3230855043
588	0.3230234386
589	0.3230118035
590	0.3229729322
591	0.3229575981
592	0.3229156765
593	0.3228014597
594	0.322751207
595	0.3227359529
596	0.3227093227
597	0.3226411685
598	0.3225491315
599	0.3224378305
600	0.3223358608
601	0.3222414156
602	0.3222305502
603	0.3221793229
604	0.3221695271
605	0.3221349102
606	0.3220771598
607	0.322023848
608	0.3220199979
609	0.3219523719
610	0.3219074306
611	0.3219006759
612	0.3218826044
613	0.3218578812
614	0.3218102715
615	0.3217909284
616	0.3217197062
617	0.3217137472
618	0.3216678921
619	0.3216550473
620	0.3215856352
621	0.3215762835
622	0.3214768059
623	0.3214254902
624	0.321423705
625	0.3213337453
626	0.3212954147
627	0.3212240762
628	0.3212100708
629	0.3211894138
630	0.3211520909
631	0.3211501871
632	0.3211446126
633	0.3211300274
634	0.3210794248
635	0.3210089464
636	0.3209716488
637	0.3208899823
638	0.3208552259
639	0.3207895798
640	0.320719214
641	0.3206813822
642	0.3206317183
643	0.3205881561
644	0.3205505349
645	0.320518272
646	0.3204421738
647	0.3204069002
648	0.3203133474
649	0.320265906
650	0.3202359746
651	0.3201954706
652	0.3201608553
653	0.3200568988
654	0.3200474754
655	0.3199655608
656	0.3199449407
657	0.3199322443
658	0.3199309882
659	0.3199198846
660	0.3198583484
661	0.3197765474
662	0.3197578257
663	0.319732226
664	0.3197267259
665	0.3196984087
666	0.3196792176
667	0.3196681177
668	0.3196347452
669	0.3196130652
670	0.3195897972
671	0.3195577002
672	0.3195068601
673	0.3194830349
674	0.3194763344
675	0.3194014815
676	0.3193675064
677	0.3192888503
678	0.3192444284
679	0.3191934536
680	0.3191720664
681	0.319158235
682	0.3191220322
683	0.3190958757
684	0.3190309735
685	0.3189849213
686	0.3188938006
687	0.3188283268
688	0.3187906773
689	0.318753482
690	0.3187369323
691	0.3186931313
692	0.3186056879
693	0.3185703596
694	0.3185605778
695	0.3184725326
696	0.3184587042
697	0.3184035806
698	0.3183940974
699	0.3183450278
700	0.3183293699
701	0.3183118152
702	0.3182715295
703	0.3182205416
704	0.318155984
705	0.318131386
706	0.3181200452
707	0.3180962681
708	0.3180806836
709	0.3180787809
710	0.3180386974
711	0.3180357148
712	0.3179940086
713	0.3179623429
714	0.3178851237
715	0.3178811156
716	0.3178783884
717	0.3178252361
718	0.3178012857
719	0.3177744114
720	0.3177130024
721	0.3177099334
722	0.3176561346
723	0.3175817677
724	0.3175656923
725	0.3175646618
726	0.3175490285
727	0.3174741496
728	0.3174456532
729	0.3174218238
730	0.3174057108
731	0.317347432
732	0.317261703
733	0.3172163078
734	0.3171957257
735	0.317175893
736	0.3171378233
737	0.3170903031
738	0.3170288854
739	0.3169792744
740	0.3168682571
741	0.3168268584
742	0.3168069939
743	0.3168053451
744	0.3167625258
745	0.3167543106
746	0.3167455071
747	0.3166477442
748	0.3166433998
749	0.316606465
750	0.3165712834
751	0.3165372642
752	0.3164778204
753	0.3164431069
754	0.3164198178
755	0.3163780941
756	0.3163404017
757	0.3162809003
758	0.3162357547
759	0.3162011058
760	0.3161957381
761	0.3161722813
762	0.3161328069
763	0.3161143656
764	0.3160374101
765	0.31597904
766	0.3159424149
767	0.3158556353
768	0.3158408074
769	0.3158381274
770	0.3158192518
771	0.3157626099
772	0.3157484753
773	0.3157401215
774	0.3156810818
775	0.3156793188
776	0.3156493286
777	0.3156270269
778	0.3156161278
779	0.3156126332
780	0.3155728996
781	0.3155715326
782	0.3155169888
783	0.3154808138
784	0.3154600206
785	0.3154313175
786	0.3153037674
787	0.3152568731
788	0.3152499498
789	0.3151935507
790	0.3151433144
791	0.3151264897
792	0.3150840473
793	0.315011976
794	0.3149728813
795	0.3149444543
796	0.3149122963
797	0.3148498658
798	0.3148070644
799	0.3147812829
800	0.3147111097
801	0.3147074033
802	0.314665157
803	0.3146202998
804	0.3145899106
805	0.3145480814
806	0.3145198711
807	0.3144433397
808	0.3144086908
809	0.3143819021
810	0.3143335186
811	0.3143223774
812	0.3142871684
813	0.3142628494
814	0.3142353492
815	0.3142168602
816	0.3141501951
817	0.3141228354
818	0.31407367
819	0.3140519436
820	0.3140119971
821	0.3140043264
822	0.3139495497
823	0.313857588
824	0.3138377269
825	0.3138189288
826	0.3137647414
827	0.3137614587
828	0.3136817992
829	0.3136776552
830	0.3136571681
831	0.3136337643
832	0.3135968285
833	0.3135877109
834	0.3135849299
835	0.3135748932
836	0.3135229814
837	0.3134779698
838	0.3134555719
839	0.3134122213
840	0.3133647695
841	0.3133076302
842	0.3132490853
843	0.3132437682
844	0.3132224421
845	0.3132078486
846	0.3131838279
847	0.3131595043
848	0.3131174087
849	0.3130725863
850	0.3130405151
851	0.3130309438
852	0.3130150119
853	0.3129967528
854	0.3129441204
855	0.3129070992
856	0.3128572988
857	0.3127846766
858	0.3127740114
859	0.3127274644
860	0.3126848713
861	0.3126326738
862	0.3125999555
863	0.3125999348
864	0.3125949209
865	0.3125826015
866	0.3125509845
867	0.3125204193
868	0.312510115
869	0.3125087416
870	0.3124962471
871	0.3124522063
872	0.3124291911
873	0.3123884346
874	0.312365006
875	0.3123505173
876	0.3123320246
877	0.3122994851
878	0.3122559105
879	0.3121991853
880	0.3121400739
881	0.3120791294
882	0.3120773656
883	0.3120537733
884	0.3120293625
885	0.3119946199
886	0.3119743091
887	0.3119189469
888	0.3118484678
889	0.3118471721
890	0.3118406157
891	0.3118023249
892	0.3117965745
893	0.3117269631
894	0.3116834094
895	0.3116200039
896	0.3115840957
897	0.311582625
898	0.3115809558
899	0.3115310666
900	0.311519758
901	0.3114811694
902	0.3114764047
903	0.311441578
904	0.3114300728
905	0.3113928499
906	0.3113180841
907	0.3112424234
908	0.3112117336
909	0.3111564715
910	0.3111119148
911	0.3110033223
912	0.3109852433
913	0.3109770244
914	0.3109428762
915	0.310929689
916	0.3108908917
917	0.3108209807
918	0.310807586
919	0.310785787
920	0.3107404218
921	0.3107251373
922	0.3106736876
923	0.31063617
924	0.3106258443
925	0.3105945629
926	0.3105769898
927	0.3105459072
928	0.3105159484
929	0.3104241367
930	0.3103633667
931	0.3103505234
932	0.3103124819
933	0.310292488
934	0.3102922988
935	0.3102537438
936	0.3101903277
937	0.3101366994
938	0.3101219741
939	0.3101207045
940	0.3101146307
941	0.3100644483
942	0.3100216011
943	0.3099446867
944	0.3099332716
945	0.3099091122
946	0.30988162
947	0.3098696531
948	0.309852629
949	0.3098198577
950	0.3097542232
951	0.3097082776
952	0.3096818886
953	0.3095927675
954	0.3095574554
955	0.309540618
956	0.3095184641
957	0.3094812015
958	0.3094480972
959	0.3094198881
960	0.3094051854
961	0.3093771447
962	0.309355
963	0.3093225105
964	0.3093141853
965	0.3092719688
966	0.3092628267
967	0.3092495393
968	0.3092222525
969	0.3091591664
970	0.3091459011
971	0.3091243574
972	0.3090769778
973	0.3090299018
974	0.308993989
975	0.3089527647
976	0.3089172753
977	0.3088344793
978	0.3087814718
979	0.3087555687
980	0.3087271726
981	0.3086480243
982	0.308631483
983	0.3085991903
984	0.3085754964
985	0.3085412374
986	0.3084955059
987	0.3084376169
988	0.3084147185
989	0.3083147522
990	0.308256715
991	0.3082239912
992	0.3082025923
993	0.308177941
994	0.3081669348
995	0.3081031293
996	0.3080884695
997	0.3080750449
998	0.3080385796
999	0.3080046856
1000	0.3079490423
1001	0.3079010503
1002	0.3078462927
1003	0.307839282
1004	0.3078300005
1005	0.3077856301
1006	0.3077664646
1007	0.3077632718
1008	0.3077031442
1009	0.307692802
1010	0.3075923706
1011	0.3075788432
1012	0.3075528728
1013	0.3075518315
1014	0.3075372148
1015	0.3075065811
1016	0.307501945
1017	0.3074977691
1018	0.3074595542
1019	0.3074525569
1020	0.3074161546
1021	0.3074073992
1022	0.3073813514
1023	0.3073726554
1024	0.307344325
1025	0.3073316752
1026	0.3072847158
1027	0.3072582936
1028	0.3072568263
1029	0.3072391132
1030	0.3071756815
1031	0.3071716728
1032	0.3071544839
1033	0.3071123734
1034	0.3070329039
1035	0.3070185092
1036	0.3069821753
1037	0.306970583
1038	0.3069634447
1039	0.3069537114
1040	0.3069464415
1041	0.306935592
1042	0.3069084979
1043	0.3068356751
1044	0.3067565402
1045	0.3066996357
1046	0.3066869387
1047	0.3066553664
1048	0.3066460566
1049	0.3066318709
1050	0.3066172793
1051	0.3066073996
1052	0.3065734479
1053	0.3065400127
1054	0.3064955595
1055	0.3064753054
1056	0.3064626113
1057	0.3064421708
1058	0.3064202086
1059	0.3064126407
1060	0.3063660479
1061	0.3063510165
1062	0.3063351377
1063	0.3063239628
1064	0.3062816568
1065	0.3062778833
1066	0.3062620172
1067	0.3062526839
1068	0.306191527
1069	0.3061593311
1070	0.3061299973
1071	0.3061191304
1072	0.3060437462
1073	0.3060024082
1074	0.3059469067
1075	0.3059014293
1076	0.3058727362
1077	0.3058216395
1078	0.3058048496
1079	0.3057538349
1080	0.3057171517
1081	0.3056855382
1082	0.3056762212
1083	0.3056262832
1084	0.3055968297
1085	0.305568116
1086	0.3055475664
1087	0.3055267506
1088	0.3055230234
1089	0.3055170345
1090	0.3055001311
1091	0.3054981333
1092	0.3054938797
1093	0.3054216325
1094	0.305400934
1095	0.3053911548
1096	0.3053636394
1097	0.3052520673
1098	0.3052278221
1099	0.3052238528
1100	0.3051963693
1101	0.3051605575
1102	0.3051350889
1103	0.3051034248
1104	0.3050952051
1105	0.3050724989
1106	0.3050633878
1107	0.3050532403
1108	0.305033829
1109	0.3050274135
1110	0.3049547937
1111	0.3049520917
1112	0.3049459218
1113	0.304944944
1114	0.3049186862
1115	0.3048744007
1116	0.3047987182
1117	0.3047982892
1118	0.3047906176
1119	0.3047531032
1120	0.3047225477
1121	0.3046959819
1122	0.3046415367
1123	0.3045920123
1124	0.3045741882
1125	0.3045582447
1126	0.3045570639
1127	0.3045208822
1128	0.3045032798
1129	0.3044993879
1130	0.3044791662
1131	0.3044526097
1132	0.304435935
1133	0.3044255827
1134	0.3044045643
1135	0.3043773729
1136	0.3043743748
1137	0.3043379175
1138	0.3043304114
1139	0.3042951405
1140	0.3042504756
1141	0.3042480682
1142	0.3042165587
1143	0.3041995325
1144	0.304194397
1145	0.3041843233
1146	0.3041319776
1147	0.3041215288
1148	0.3041064048
1149	0.3040750112
1150	0.3040545213
1151	0.3040285346
1152	0.3040041049
1153	0.3039761786
1154	0.3039519451
1155	0.3039393212
1156	0.3039116851
1157	0.3038874102
1158	0.3038336216
1159	0.3037884783
1160	0.3036959217
1161	0.3036907842
1162	0.3036316193
1163	0.3036253051
1164	0.3035790988
1165	0.3035534527
1166	0.30353164
1167	0.3035128141
1168	0.3034627426
1169	0.3034399288
1170	0.303439139
1171	0.3034114286
1172	0.303371021
1173	0.3033644552
1174	0.3033399579
1175	0.3033378554
1176	0.3033271227
1177	0.3033151389
1178	0.3033048237
1179	0.3032883443
1180	0.303255559
1181	0.3032267737
1182	0.3032059727
1183	0.3031829738
1184	0.3031172039
1185	0.3030755618
1186	0.3030003407
1187	0.3029637197
1188	0.3029599865
1189	0.3029104785
1190	0.302891126
1191	0.3028004869
1192	0.3027470052
1193	0.3027000386
1194	0.3026534327
1195	0.3026120415
1196	0.3025307713
1197	0.3025022435
1198	0.3024721221
1199	0.3024015638
1200	0.3023825701
1201	0.3023634084
1202	0.3023429241
1203	0.3023022933
1204	0.3022509018
1205	0.3022236303
1206	0.302189015
1207	0.3021436447
1208	0.3021261614
1209	0.3020982025
1210	0.3020527788
1211	0.3020277836
1212	0.3019662785
1213	0.3019375301
1214	0.3019302203
1215	0.3018717329
1216	0.3018171613
1217	0.3018139463
1218	0.301793433
1219	0.3017113785
1220	0.3016796875
1221	0.3016571968
1222	0.3016512486
1223	0.3016368267
1224	0.3016309584
1225	0.301612837
1226	0.301607873
1227	0.3015653616
1228	0.3015362514
1229	0.3015189332
1230	0.3014624029
1231	0.3014489472
1232	0.3014230662
1233	0.3013745873
1234	0.3013734807
1235	0.3013616068
1236	0.3013135855
1237	0.3013129119
1238	0.3013004554
1239	0.3012713659
1240	0.3012551399
1241	0.3012314152
1242	0.3011798383
1243	0.3011744267
1244	0.3011539304
1245	0.301117698
1246	0.3010601008
1247	0.3010288525
1248	0.3009996354
1249	0.3009699607
1250	0.300962613
1251	0.3009413508
1252	0.3009299031
1253	0.3008656244
1254	0.300842716
1255	0.3008237057
1256	0.3007774206
1257	0.3007524107
1258	0.3007300409
1259	0.3007106174
1260	0.3007040199
1261	0.3007010662
1262	0.3006905198
1263	0.3006178557
1264	0.3006050125
1265	0.3005506519
1266	0.3005235904
1267	0.3005230722
1268	0.30052239
1269	0.3005066025
1270	0.3004469398
1271	0.3004366078
1272	0.3004283266
1273	0.3004091924
1274	0.3003976817
1275	0.3003622713
1276	0.3002967187
1277	0.3002848577
1278	0.3002023185
1279	0.3001401785
1280	0.3001399597
1281	0.3001301224
1282	0.3001128272
1283	0.3000521413
1284	0.3000027917
1285	0.2999267915
1286	0.2998731214
1287	0.299858392
1288	0.2998311385
1289	0.29979367
1290	0.2997727588
1291	0.2997273814
1292	0.299703387
1293	0.29968324
1294	0.2996805164
1295	0.2996437724
1296	0.2996204728
1297	0.2995550794
1298	0.299540015
1299	0.2995380403
1300	0.2995088245
1301	0.2994957124
1302	0.299478379
1303	0.2994473968
1304	0.2993273454
1305	0.2992886436
1306	0.2992726216
1307	0.2992710028
1308	0.2992433069
1309	0.2992049444
1310	0.2991798236
1311	0.2991443382
1312	0.2991273417
1313	0.2990986651
1314	0.299095812
1315	0.2990353611
1316	0.2989888923
1317	0.2989597942
1318	0.2989340594
1319	0.2989162618
1320	0.2988915626
1321	0.2988368374
1322	0.2988017545
1323	0.2987299792
1324	0.2987173386
1325	0.2986956479
1326	0.2986697479
1327	0.2986358334
1328	0.2985911656
1329	0.2985641506
1330	0.298539037
1331	0.2984915275
1332	0.2984804081
1333	0.298459314
1334	0.2984569666
1335	0.2984517309
1336	0.2984374394
1337	0.298384143
1338	0.2983412954
1339	0.2983093177
1340	0.2983011822
1341	0.2982952316
1342	0.2982907914
1343	0.2982804798
1344	0.2982740706
1345	0.2982718885
1346	0.2982704567
1347	0.2982670588
1348	0.2982172357
1349	0.2981771856
1350	0.298135574
1351	0.2980983412
1352	0.2980615538
1353	0.2980558304
1354	0.2980010019
1355	0.2979859209
1356	0.2979790514
1357	0.2979638995
1358	0.2979516603
1359	0.2979442487
1360	0.2979357647
1361	0.2979233743
1362	0.297896819
1363	0.2978640327
1364	0.2978517559
1365	0.2978021387
1366	0.2977973217
1367	0.2977485417
1368	0.2977482206
1369	0.297717742
1370	0.2977084213
1371	0.2976864216
1372	0.2976558935
1373	0.2976311651
1374	0.2975892079
1375	0.2975421996
1376	0.2974884234
1377	0.2974854412
1378	0.2974204558
1379	0.2973967995
1380	0.2973777838
1381	0.2973145026
1382	0.2972927505
1383	0.2972828365
1384	0.2972663574
1385	0.2971992229
1386	0.2971196849
1387	0.2970967676
1388	0.2970728704
1389	0.2970448717
1390	0.2970415606
1391	0.297011494
1392	0.297003634
1393	0.2969468718
1394	0.2969434961
1395	0.2969141869
1396	0.2968992082
1397	0.2968523008
1398	0.2968291767
1399	0.296784142
1400	0.2967814974
1401	0.2967504241
1402	0.2967033574
1403	0.2967030852
1404	0.2966486672
1405	0.2966478203
1406	0.2966472781
1407	0.2966359292
1408	0.2965923868
1409	0.2965627392
1410	0.2965299148
1411	0.2964940111
1412	0.2964340152
1413	0.2963828292
1414	0.2963576575
1415	0.2963262219
1416	0.2963005802
1417	0.2962995588
1418	0.2962953393
1419	0.2962583403
1420	0.296252512
1421	0.2962193978
1422	0.2961891048
1423	0.296188345
1424	0.2961657352
1425	0.2961505449
1426	0.2961120878
1427	0.2960920716
1428	0.2960696788
1429	0.296048705
1430	0.2960289289
1431	0.2960217884
1432	0.2959873613
1433	0.2959688947
1434	0.2959491334
1435	0.2959202395
1436	0.2958957452
1437	0.2958918543
1438	0.2958881586
1439	0.2958736659
1440	0.2958687915
1441	0.2958417325
1442	0.2957886977
1443	0.29577392
1444	0.2957224309
1445	0.2956901935
1446	0.2956177902
1447	0.2955671255
1448	0.2955573895
1449	0.2955430021
1450	0.2955273317
1451	0.2955224473
1452	0.2954449657
1453	0.2953652939
1454	0.2953619021
1455	0.2953275704
1456	0.2953171291
1457	0.2953069096
1458	0.2952707416
1459	0.295249586
1460	0.2952188561
1461	0.2951991944
1462	0.2951796277
1463	0.2951497228
1464	0.2951475374
1465	0.2951311958
1466	0.2950352382
1467	0.2950298226
1468	0.2950213059
1469	0.2950112623
1470	0.2950045257
1471	0.2949929127
1472	0.2949206461
1473	0.2949034441
1474	0.2948464618
1475	0.2948224821
1476	0.2947979042
1477	0.2947836964
1478	0.2947547001
1479	0.2947467306
1480	0.294735978
1481	0.294693747
1482	0.2946788586
1483	0.2946440759
1484	0.2946323092
1485	0.2945910586
1486	0.2945695232
1487	0.2945072314
1488	0.2944740344
1489	0.2944401991
1490	0.2944279974
1491	0.2944007567
1492	0.2943793766
1493	0.2943764394
1494	0.2943757156
1495	0.2943186681
1496	0.294269131
1497	0.2942342788
1498	0.2941980175
1499	0.2941669194
1500	0.2941589633
1501	0.2941399643
1502	0.2940948079
1503	0.2940704101
1504	0.2940437822
1505	0.2940437559
1506	0.2940416976
1507	0.2940106162
1508	0.2939910225
1509	0.2939618633
1510	0.2939358882
1511	0.2939194047
1512	0.2938996063
