iter	Logloss
1513	0.2938886335
1514	0.2938702303
1515	0.2938702111
1516	0.293833189
1517	0.2938309103
1518	0.2937899581
1519	0.2937885921
1520	0.2937816222
1521	0.2937669752
1522	0.2937479691
1523	0.2937122735
1524	0.2936881807
1525	0.2936705346
1526	0.2936588546
1527	0.2936492911
1528	0.2936401546
1529	0.2936338246
1530	0.2936227357
1531	0.2936189382
1532	0.2936102887
1533	0.2935887591
1534	0.2935610509
1535	0.2934904794
1536	0.2934384042
1537	0.2933930494
1538	0.2933773745
1539	0.2933675557
1540	0.293355395
1541	0.2933455482
1542	0.2933041848
1543	0.2933034305
1544	0.2933028355
1545	0.2932885429
1546	0.2932786281
1547	0.2932489467
1548	0.293204182
1549	0.2931484501
1550	0.2931022203
1551	0.2930876344
1552	0.2930425286
1553	0.293024285
1554	0.2929836134
1555	0.2929797695
1556	0.2929558779
1557	0.2929258944
1558	0.2929231379
1559	0.2929087726
1560	0.2928726368
1561	0.2928319072
1562	0.2927929886
1563	0.2927929673
1564	0.2927907501
1565	0.2927815849
1566	0.2927568929
1567	0.2927006135
1568	0.2927005894
1569	0.2926575067
1570	0.2926384941
1571	0.2926281192
1572	0.2925792147
1573	0.2925763306
1574	0.2925545082
1575	0.2925172917
1576	0.2925070812
1577	0.2924665526
1578	0.2924179788
1579	0.2923990454
1580	0.2923815503
1581	0.2923710477
1582	0.2923416722
1583	0.2923410657
1584	0.2923244514
1585	0.292309998
1586	0.2923062978
1587	0.2922874543
1588	0.2922805211
1589	0.2922406719
1590	0.2922082189
1591	0.2921907933
1592	0.2921807433
1593	0.2921681927
1594	0.2921406109
1595	0.2921377368
1596	0.2921010632
1597	0.2920459354
1598	0.2920242506
1599	0.2919789184
1600	0.2919644301
1601	0.2919501301
1602	0.2919357189
1603	0.2919149395
1604	0.2919027515
1605	0.2918566444
1606	0.2918205751
1607	0.2918034242
1608	0.2917632146
1609	0.2917391924
1610	0.2917389111
1611	0.2917388779
1612	0.2917307611
1613	0.2916949601
1614	0.2916906131
1615	0.2916819736
1616	0.2916663356
1617	0.2916631338
1618	0.291648821
1619	0.2916353676
1620	0.2916252621
1621	0.2916086543
1622	0.2915594201
1623	0.2915182946
1624	0.2915018963
1625	0.2914991725
1626	0.291475071
1627	0.2914035293
1628	0.2913715712
1629	0.2912947496
1630	0.2912761627
1631	0.2912631252
1632	0.2912377264
1633	0.2911909689
1634	0.2911730181
1635	0.2911490189
1636	0.2911285495
1637	0.29111084
1638	0.2910960889
1639	0.2910690889
1640	0.291056318
1641	0.2910506828
1642	0.2910315072
1643	0.2910133152
1644	0.291011057
1645	0.290950638
1646	0.290909531
1647	0.290888329
1648	0.2908727451
1649	0.2908650942
1650	0.2908475857
1651	0.2907968137
1652	0.2907662712
1653	0.2907413635
1654	0.290738199
1655	0.2907071747
1656	0.2906830705
1657	0.2906820771
1658	0.2906491846
1659	0.2906338876
1660	0.2906055115
1661	0.2905714869
1662	0.290569436
1663	0.2905620334
1664	0.2905481359
1665	0.2905396679
1666	0.2905242803
1667	0.2904924487
1668	0.290444025
1669	0.2904204757
1670	0.2904172445
1671	0.290379742
1672	0.2903209351
1673	0.2903013224
1674	0.2902836427
1675	0.2902597508
1676	0.2902184696
1677	0.2902052708
1678	0.2902052069
1679	0.2902020417
1680	0.2901730882
1681	0.2901431901
1682	0.2901254443
1683	0.2901235417
1684	0.2901192867
1685	0.2901052261
1686	0.2900644133
1687	0.2900507921
1688	0.2900055882
1689	0.2899605173
1690	0.2899596679
1691	0.2899530469
1692	0.2899171325
1693	0.289917033
1694	0.2899082171
1695	0.2898422285
1696	0.2898044977
1697	0.2897880749
1698	0.2897417525
1699	0.2897386332
1700	0.2896876532
1701	0.28966349
1702	0.2896492483
1703	0.2895979898
1704	0.2895639968
1705	0.2895444787
1706	0.2895179066
1707	0.2895071091
1708	0.2895023674
1709	0.2894984851
1710	0.2894935302
1711	0.2894792324
1712	0.2894517564
1713	0.2894475536
1714	0.2893928559
1715	0.2893713601
1716	0.2893709271
1717	0.289370916
1718	0.2893620944
1719	0.2892945582
1720	0.2892283829
1721	0.2892263383
1722	0.2891972181
1723	0.289152592
1724	0.2891489112
1725	0.2890885694
1726	0.2890694691
1727	0.2890325276
1728	0.2890074686
1729	0.2889618712
1730	0.2889351907
1731	0.2889105283
1732	0.2888731649
1733	0.2888317899
1734	0.288802397
1735	0.2887297061
1736	0.2886903106
1737	0.2886650037
1738	0.2886457814
1739	0.2886377584
1740	0.2886183107
1741	0.2886013487
1742	0.2886003017
1743	0.2885739556
1744	0.288534669
1745	0.2885100608
1746	0.2885090469
1747	0.2885049073
1748	0.2884692685
1749	0.2884557742
1750	0.2884227644
1751	0.2884120969
1752	0.2883663805
1753	0.2883507457
1754	0.2883318754
1755	0.2883144432
1756	0.2882579118
1757	0.2882442739
1758	0.2882433381
1759	0.2882358611
1760	0.2882040545
1761	0.2881838836
1762	0.2881640665
1763	0.2881405341
1764	0.2881214721
1765	0.2881183132
1766	0.2881076683
1767	0.2881031838
1768	0.2880912691
1769	0.2880772519
1770	0.2880735573
1771	0.2880709192
1772	0.2880694685
1773	0.2880354153
1774	0.288024685
1775	0.2880246837
1776	0.2880029772
1777	0.2879582499
1778	0.2879499272
1779	0.2879050822
1780	0.2878789279
1781	0.2878764958
1782	0.2878526703
1783	0.2878383617
1784	0.2878110395
1785	0.2877947739
1786	0.287766586
1787	0.2877665186
1788	0.2877424703
1789	0.2877233609
1790	0.2877156463
1791	0.2876659926
1792	0.2876503252
1793	0.2875988137
1794	0.2875755277
1795	0.2875688463
1796	0.2875688132
1797	0.2875517278
1798	0.2875353451
1799	0.2875098445
1800	0.2875021853
1801	0.2874705871
1802	0.2874652767
1803	0.2874162556
1804	0.2873690758
1805	0.2873500663
1806	0.2873074559
1807	0.2872521772
1808	0.2872295885
1809	0.2872066322
1810	0.2871958481
1811	0.2871700084
1812	0.2871297756
1813	0.2870924952
1814	0.2870903259
1815	0.2870634777
1816	0.2870400418
1817	0.2870240763
1818	0.2870002212
1819	0.2869652783
1820	0.2869623752
1821	0.2869336281
1822	0.2868913885
1823	0.2868243647
1824	0.2868062817
1825	0.2867705865
1826	0.2867360043
1827	0.2866902439
1828	0.2866718773
1829	0.2866388385
1830	0.2866290325
1831	0.2866146227
1832	0.2865924372
1833	0.2865758875
1834	0.2865294041
1835	0.2865090967
1836	0.2865033214
1837	0.2864683983
1838	0.2864418717
1839	0.2864112537
1840	0.2864062752
1841	0.2864062292
1842	0.2864040955
1843	0.2864039366
1844	0.2864039276
1845	0.2863734261
1846	0.2863666268
1847	0.2863640107
1848	0.2863543142
1849	0.2863387079
1850	0.2863386643
1851	0.2863310619
1852	0.2862924887
1853	0.2862650611
1854	0.2862559299
1855	0.2862373517
1856	0.2862187005
1857	0.2862102991
1858	0.2861768328
1859	0.2861702183
1860	0.286158282
1861	0.2861474554
1862	0.2860957054
1863	0.2860835218
1864	0.2860541079
1865	0.2860199786
1866	0.285977493
1867	0.2859425431
1868	0.285915529
1869	0.285915517
1870	0.2859147373
1871	0.285865031
1872	0.2857986671
1873	0.2857663522
1874	0.2857606259
1875	0.2857585051
1876	0.2857379964
1877	0.2856614504
1878	0.2856384658
1879	0.2856377807
1880	0.2856159015
1881	0.2856065237
1882	0.2855913915
1883	0.2855732961
1884	0.2855732774
1885	0.2855593869
1886	0.285525026
1887	0.2855250098
1888	0.2855241343
1889	0.2855224332
1890	0.2855015179
1891	0.2854991007
1892	0.2854948684
1893	0.2854755504
1894	0.2854745618
1895	0.2854457666
1896	0.2854379176
1897	0.2854246705
1898	0.2853492578
1899	0.285327557
1900	0.2852896635
1901	0.285264842
1902	0.2852464355
1903	0.2852161237
1904	0.2851879213
1905	0.2851677058
1906	0.2851379976
1907	0.2850984578
1908	0.2850919434
1909	0.2850314561
1910	0.2849892166
1911	0.2849675258
1912	0.2849261728
1913	0.2849027177
1914	0.2848533022
1915	0.2848289337
1916	0.2848289148
1917	0.2848190457
1918	0.2848035307
1919	0.284741055
1920	0.2847306428
1921	0.284693129
1922	0.2846905681
1923	0.2846893023
1924	0.284649408
1925	0.2846393043
1926	0.2846312638
1927	0.2845934588
1928	0.28456875
1929	0.2845372677
1930	0.284514442
1931	0.2844911676
1932	0.2844898841
1933	0.2844776311
1934	0.2844620108
1935	0.2844294855
1936	0.2844141684
1937	0.2843976743
1938	0.2843649257
1939	0.2843649139
1940	0.2843009669
1941	0.2842873055
1942	0.284276413
1943	0.2842730703
1944	0.2842582298
1945	0.2842444434
1946	0.2842275146
1947	0.2841952409
1948	0.2841850115
1949	0.2841536959
1950	0.2841397361
1951	0.2841124463
1952	0.2841048592
1953	0.2840847458
1954	0.2840846819
1955	0.2840487514
1956	0.2840290244
1957	0.2840108799
1958	0.2839567111
1959	0.2839460066
1960	0.2839460025
1961	0.2839217218
1962	0.283921697
1963	0.2839144194
1964	0.283907809
1965	0.2838871468
1966	0.2838868264
1967	0.2838780729
1968	0.2838618074
1969	0.2838299185
1970	0.2837638034
1971	0.2837469352
1972	0.2837428507
1973	0.2837380367
1974	0.2837112645
1975	0.2837069834
1976	0.2836985639
1977	0.2836861238
1978	0.2836774708
1979	0.2836562734
1980	0.2836537367
1981	0.2836265177
1982	0.2835766102
1983	0.2835693829
1984	0.2835093149
1985	0.2834770395
1986	0.2834712091
1987	0.2834707659
1988	0.2834543229
1989	0.2834247778
1990	0.2834236263
1991	0.283421368
1992	0.2834155529
1993	0.2834135067
1994	0.2833928213
1995	0.2833589926
1996	0.2833220617
1997	0.2832972763
1998	0.2832841715
1999	0.2832713599
